data_somministrazione,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa
2020-12-31,UMB,80-89,0,0,0,0,0,0
2020-12-31,UMB,90+,0,0,0,0,0,0
2020-12-31,VDA,16-19,0,0,0,0,0,0
2020-12-31,VDA,20-29,1,0,1,1,0,0
2020-12-31,VDA,30-39,2,0,2,2,0,0
2020-12-31,VDA,40-49,3,1,2,3,0,0
2020-12-31,VDA,50-59,11,3,8,11,0,0
2020-12-31,VDA,60-69,1,0,1,1,0,0
2020-12-31,VDA,70-79,0,0,0,0,0,0
2020-12-31,VDA,80-89,0,0,0,0,0,0
2020-12-31,VDA,90+,0,0,0,0,0,0
2020-12-31,VEN,16-19,1,1,0,0,1,0
2020-12-31,VEN,20-29,345,92,253,340,4,1
2020-12-31,VEN,30-39,501,186,315,488,13,0
2020-12-31,VEN,40-49,758,200,558,738,20,0
2020-12-31,VEN,50-59,965,278,687,911,50,4
2020-12-31,VEN,60-69,395,234,161,372,12,11
2020-12-31,VEN,70-79,42,17,25,5,0,37
2020-12-31,VEN,80-89,78,16,62,1,0,77
2020-12-31,VEN,90+,75,2,73,0,0,75
2021-01-01,CAM,20-29,76,27,49,73,3,0
2021-01-01,CAM,30-39,189,92,97,174,15,0
2021-01-01,CAM,40-49,212,102,110,199,13,0
2021-01-01,CAM,50-59,268,155,113,243,25,0
2021-01-01,CAM,60-69,172,129,43,152,20,0
2021-01-01,LAZ,16-19,3,0,3,1,1,1
2021-01-01,LAZ,20-29,315,83,232,308,6,1
2021-01-01,LAZ,30-39,595,240,355,578,15,2
2021-01-01,LAZ,40-49,861,284,577,821,32,8
2021-01-01,LAZ,50-59,1114,447,667,1062,41,11
2021-01-01,LAZ,60-69,594,309,285,544,39,11
2021-01-01,LAZ,70-79,40,22,18,21,3,16
2021-01-01,LAZ,80-89,16,8,8,3,0,13
2021-01-01,LAZ,90+,7,3,4,0,1,6
2021-01-01,LIG,16-19,0,0,0,0,0,0
2021-01-01,LIG,20-29,15,5,10,11,4,0
2021-01-01,LIG,30-39,22,11,11,21,1,0
2021-01-01,LIG,40-49,34,14,20,32,2,0
2021-01-01,LIG,50-59,57,15,42,56,1,0
2021-01-01,LIG,60-69,16,10,6,13,3,0
2021-01-01,LIG,70-79,0,0,0,0,0,0
2021-01-01,LIG,80-89,0,0,0,0,0,0
2021-01-01,LIG,90+,0,0,0,0,0,0
2021-01-01,LOM,16-19,0,0,0,0,0,0
2021-01-01,LOM,20-29,2,0,2,2,0,0
2021-01-01,LOM,30-39,5,2,3,5,0,0
2021-01-01,LOM,40-49,6,0,6,6,0,0
2021-01-01,LOM,50-59,8,3,5,8,0,0
2021-01-01,LOM,60-69,2,1,1,2,0,0
2021-01-01,LOM,70-79,1,1,0,1,0,0
2021-01-01,LOM,80-89,0,0,0,0,0,0
2021-01-01,LOM,90+,0,0,0,0,0,0
2021-01-01,PAT,16-19,1,1,0,1,0,0
2021-01-01,PAT,20-29,7,2,5,7,0,0
2021-01-01,PAT,30-39,17,6,11,14,2,1
2021-01-01,PAT,40-49,48,7,41,47,1,0
2021-01-01,PAT,50-59,37,8,29,30,5,2
2021-01-01,PAT,60-69,21,8,13,12,3,6
2021-01-01,PAT,70-79,11,4,7,0,0,11
2021-01-01,PAT,80-89,43,10,33,0,0,43
2021-01-01,PAT,90+,24,3,21,0,0,24
2021-01-01,PIE,16-19,0,0,0,0,0,0
2021-01-01,PIE,20-29,136,51,85,133,3,0
2021-01-01,PIE,30-39,159,63,96,147,12,0
2021-01-01,PIE,40-49,235,85,150,221,14,0
2021-01-01,PIE,50-59,378,119,259,314,64,0
2021-01-01,PIE,60-69,120,69,51,99,21,0
2021-01-01,PIE,70-79,5,4,1,5,0,0
2021-01-01,PIE,80-89,0,0,0,0,0,0
2021-01-01,PIE,90+,0,0,0,0,0,0
2021-01-01,PUG,16-19,0,0,0,0,0,0
2021-01-01,PUG,20-29,22,6,16,22,0,0
2021-01-01,PUG,30-39,40,15,25,40,0,0
2021-01-01,PUG,40-49,45,16,29,45,0,0
2021-01-01,PUG,50-59,42,24,18,42,0,0
2021-01-01,PUG,60-69,30,16,14,30,0,0
2021-01-01,PUG,70-79,0,0,0,0,0,0
2021-01-01,PUG,80-89,0,0,0,0,0,0
2021-01-01,PUG,90+,0,0,0,0,0,0
2021-01-01,SAR,16-19,0,0,0,0,0,0
2021-01-01,SAR,20-29,1,1,0,1,0,0
2021-01-01,SAR,30-39,4,2,2,4,0,0
2021-01-01,SAR,40-49,8,3,5,8,0,0
2021-01-01,SAR,50-59,10,3,7,10,0,0
2021-01-01,SAR,60-69,7,7,0,7,0,0
2021-01-01,SAR,70-79,0,0,0,0,0,0
2021-01-01,SAR,80-89,0,0,0,0,0,0
2021-01-01,SAR,90+,0,0,0,0,0,0
2021-01-01,SIC,16-19,1,1,0,0,1,0
2021-01-01,SIC,20-29,154,66,88,151,3,0
2021-01-01,SIC,30-39,201,89,112,200,1,0
2021-01-01,SIC,40-49,174,98,76,168,6,0
2021-01-01,SIC,50-59,170,101,69,152,18,0
2021-01-01,SIC,60-69,101,70,31,97,4,0
2021-01-01,SIC,70-79,8,8,0,8,0,0
2021-01-01,SIC,80-89,0,0,0,0,0,0
2021-01-01,SIC,90+,0,0,0,0,0,0
2021-01-01,TOS,16-19,0,0,0,0,0,0
2021-01-01,TOS,20-29,222,69,153,221,1,0
2021-01-01,TOS,30-39,360,126,234,356,0,4
2021-01-01,TOS,40-49,430,135,295,426,1,3
2021-01-01,TOS,50-59,522,182,340,501,0,21
2021-01-01,TOS,60-69,229,130,99,196,0,33
2021-01-01,TOS,70-79,94,53,41,6,0,88
2021-01-01,TOS,80-89,257,56,201,6,0,251
2021-01-01,TOS,90+,251,34,217,2,0,249
2021-01-01,UMB,16-19,0,0,0,0,0,0
2021-01-01,UMB,20-29,13,4,9,13,0,0
2021-01-01,UMB,30-39,72,33,39,72,0,0
2021-01-01,UMB,40-49,92,32,60,91,1,0
2021-01-01,UMB,50-59,77,25,52,76,1,0
2021-01-01,UMB,60-69,27,16,11,26,1,0
2021-01-01,UMB,70-79,0,0,0,0,0,0
2021-01-01,UMB,80-89,0,0,0,0,0,0
2021-01-01,UMB,90+,0,0,0,0,0,0
2021-01-01,VEN,16-19,0,0,0,0,0,0
2021-01-01,VEN,20-29,151,46,105,151,0,0
2021-01-01,VEN,30-39,298,109,189,296,2,0
2021-01-01,VEN,40-49,417,102,315,414,3,0
2021-01-01,VEN,50-59,508,133,375,504,4,0
2021-01-01,VEN,60-69,146,80,66,145,1,0
2021-01-01,VEN,70-79,0,0,0,0,0,0
2021-01-01,VEN,80-89,1,0,1,0,0,1
2021-01-01,VEN,90+,0,0,0,0,0,0
2021-01-02,ABR,16-19,1,0,1,1,0,0
2021-01-02,ABR,20-29,71,16,55,71,0,0
2021-01-02,ABR,30-39,128,52,76,127,1,0
2021-01-02,ABR,40-49,143,50,93,140,3,0
2021-01-02,ABR,50-59,124,48,76,124,0,0
2021-01-02,ABR,60-69,82,51,31,81,1,0
2021-01-02,ABR,70-79,1,1,0,1,0,0
2021-01-02,ABR,80-89,0,0,0,0,0,0
2021-01-02,ABR,90+,0,0,0,0,0,0
2021-01-02,BAS,16-19,0,0,0,0,0,0
2021-01-02,BAS,20-29,60,13,47,59,1,0
2021-01-02,BAS,30-39,149,56,93,146,3,0
2021-01-02,BAS,40-49,259,97,162,245,14,0
2021-01-02,BAS,50-59,271,106,165,258,13,0
2021-01-02,BAS,60-69,145,83,62,129,16,0
2021-01-02,BAS,70-79,1,1,0,0,1,0
2021-01-02,BAS,80-89,0,0,0,0,0,0
2021-01-02,BAS,90+,0,0,0,0,0,0
2021-01-02,CAL,16-19,0,0,0,0,0,0
2021-01-02,CAL,20-29,10,4,6,10,0,0
2021-01-02,CAL,30-39,16,8,8,16,0,0
2021-01-02,CAL,40-49,35,10,25,35,0,0
2021-01-02,CAL,50-59,58,28,30,58,0,0
2021-01-02,CAL,60-69,50,47,3,50,0,0
2021-01-02,CAL,70-79,0,0,0,0,0,0
2021-01-02,CAL,80-89,0,0,0,0,0,0
2021-01-02,CAL,90+,0,0,0,0,0,0
2021-01-02,CAM,16-19,1,0,1,1,0,0
2021-01-02,CAM,20-29,275,116,159,262,13,0
2021-01-02,CAM,30-39,634,322,312,585,49,0
2021-01-02,CAM,40-49,787,358,429,739,48,0
2021-01-02,CAM,50-59,1023,541,482,953,70,0
2021-01-02,CAM,60-69,910,594,316,810,100,0
2021-01-02,CAM,70-79,36,28,8,36,0,0
2021-01-02,CAM,80-89,1,1,0,1,0,0
2021-01-02,CAM,90+,1,1,0,1,0,0
2021-01-02,EMR,16-19,2,2,0,1,1,0
2021-01-02,EMR,20-29,242,96,146,226,16,0
2021-01-02,EMR,30-39,491,228,263,450,41,0
2021-01-02,EMR,40-49,499,173,326,450,49,0
2021-01-02,EMR,50-59,564,179,385,483,79,2
2021-01-02,EMR,60-69,322,176,146,258,53,11
2021-01-02,EMR,70-79,36,15,21,6,4,26
2021-01-02,EMR,80-89,64,14,50,0,2,62
2021-01-02,EMR,90+,49,5,44,0,0,49
2021-01-02,FVG,16-19,0,0,0,0,0,0
2021-01-02,FVG,20-29,160,63,97,124,36,0
2021-01-02,FVG,30-39,238,95,143,217,21,0
2021-01-02,FVG,40-49,294,91,203,281,13,0
2021-01-02,FVG,50-59,320,87,233,291,29,0
2021-01-02,FVG,60-69,171,107,64,164,7,0
2021-01-02,FVG,70-79,28,25,3,27,1,0
2021-01-02,FVG,80-89,1,1,0,1,0,0
2021-01-02,FVG,90+,0,0,0,0,0,0
2021-01-02,LAZ,16-19,32,11,21,19,3,10
2021-01-02,LAZ,20-29,662,227,435,598,44,20
2021-01-02,LAZ,30-39,1153,426,727,1099,33,21
2021-01-02,LAZ,40-49,1485,492,993,1391,72,22
2021-01-02,LAZ,50-59,1875,695,1180,1744,88,43
2021-01-02,LAZ,60-69,1197,662,535,1101,44,52
2021-01-02,LAZ,70-79,125,74,51,44,7,74
2021-01-02,LAZ,80-89,132,32,100,3,3,126
2021-01-02,LAZ,90+,67,5,62,0,0,67
2021-01-02,LIG,16-19,3,0,3,3,0,0
2021-01-02,LIG,20-29,61,20,41,58,3,0
2021-01-02,LIG,30-39,108,38,70,91,17,0
2021-01-02,LIG,40-49,187,60,127,162,25,0
2021-01-02,LIG,50-59,252,82,170,209,43,0
2021-01-02,LIG,60-69,80,45,35,64,16,0
2021-01-02,LIG,70-79,1,1,0,0,1,0
2021-01-02,LIG,80-89,0,0,0,0,0,0
2021-01-02,LIG,90+,0,0,0,0,0,0
2021-01-02,LOM,16-19,0,0,0,0,0,0
2021-01-02,LOM,20-29,32,9,23,32,0,0
2021-01-02,LOM,30-39,41,15,26,39,2,0
2021-01-02,LOM,40-49,53,13,40,51,2,0
2021-01-02,LOM,50-59,51,21,30,48,3,0
2021-01-02,LOM,60-69,23,16,7,22,1,0
2021-01-02,LOM,70-79,0,0,0,0,0,0
2021-01-02,LOM,80-89,0,0,0,0,0,0
2021-01-02,LOM,90+,0,0,0,0,0,0
2021-01-02,MAR,16-19,0,0,0,0,0,0
2021-01-02,MAR,20-29,40,12,28,40,0,0
2021-01-02,MAR,30-39,99,38,61,95,4,0
2021-01-02,MAR,40-49,129,33,96,123,6,0
2021-01-02,MAR,50-59,173,46,127,163,10,0
2021-01-02,MAR,60-69,68,34,34,60,8,0
2021-01-02,MAR,70-79,5,4,1,4,1,0
2021-01-02,MAR,80-89,1,1,0,0,1,0
2021-01-02,MAR,90+,0,0,0,0,0,0
2021-01-02,PAB,16-19,0,0,0,0,0,0
2021-01-02,PAB,20-29,5,1,4,5,0,0
2021-01-02,PAB,30-39,10,3,7,10,0,0
2021-01-02,PAB,40-49,28,11,17,28,0,0
2021-01-02,PAB,50-59,11,5,6,11,0,0
2021-01-02,PAB,60-69,12,8,4,12,0,0
