data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose
2021-01-15,Pfizer/BioNTech,CAM,40-49,881,361,520,478,399,4,0,881,0
2021-01-15,Pfizer/BioNTech,CAM,50-59,1201,573,628,658,537,6,0,1201,0
2021-01-15,Pfizer/BioNTech,CAM,60-69,821,506,315,503,309,9,0,821,0
2021-01-15,Pfizer/BioNTech,CAM,70-79,163,113,50,70,77,16,0,163,0
2021-01-15,Pfizer/BioNTech,CAM,80-89,53,19,34,6,17,30,0,53,0
2021-01-15,Pfizer/BioNTech,CAM,90+,21,4,17,0,3,18,0,21,0
2021-01-15,Pfizer/BioNTech,EMR,16-19,15,4,11,4,11,0,0,15,0
2021-01-15,Pfizer/BioNTech,EMR,20-29,936,268,668,616,319,1,0,936,0
2021-01-15,Pfizer/BioNTech,EMR,30-39,1028,340,688,691,336,1,0,1028,0
2021-01-15,Pfizer/BioNTech,EMR,40-49,1238,353,885,800,430,8,0,1238,0
2021-01-15,Pfizer/BioNTech,EMR,50-59,1575,411,1164,969,597,9,0,1575,0
2021-01-15,Pfizer/BioNTech,EMR,60-69,922,383,539,538,345,39,0,922,0
2021-01-15,Pfizer/BioNTech,EMR,70-79,311,208,103,101,113,97,0,311,0
2021-01-15,Pfizer/BioNTech,EMR,80-89,440,118,322,16,80,344,0,440,0
2021-01-15,Pfizer/BioNTech,EMR,90+,381,63,318,2,82,297,0,381,0
2021-01-15,Pfizer/BioNTech,FVG,20-29,286,88,198,267,19,0,0,286,0
2021-01-15,Pfizer/BioNTech,FVG,30-39,299,96,203,237,62,0,0,299,0
2021-01-15,Pfizer/BioNTech,FVG,40-49,347,98,249,251,95,1,0,347,0
2021-01-15,Pfizer/BioNTech,FVG,50-59,444,109,335,310,128,6,0,444,0
2021-01-15,Pfizer/BioNTech,FVG,60-69,238,96,142,170,55,13,0,238,0
2021-01-15,Pfizer/BioNTech,FVG,70-79,108,59,49,46,4,58,0,108,0
2021-01-15,Pfizer/BioNTech,FVG,80-89,158,41,117,3,2,153,0,158,0
2021-01-15,Pfizer/BioNTech,FVG,90+,143,18,125,1,0,142,0,143,0
2021-01-15,Pfizer/BioNTech,LAZ,16-19,3,2,1,0,0,3,0,3,0
2021-01-15,Pfizer/BioNTech,LAZ,20-29,897,296,601,816,60,21,0,897,0
2021-01-15,Pfizer/BioNTech,LAZ,30-39,938,356,582,784,126,28,0,938,0
2021-01-15,Pfizer/BioNTech,LAZ,40-49,1120,428,692,857,212,51,0,1120,0
2021-01-15,Pfizer/BioNTech,LAZ,50-59,1224,453,771,945,207,72,0,1224,0
2021-01-15,Pfizer/BioNTech,LAZ,60-69,844,423,421,580,160,104,0,844,0
2021-01-15,Pfizer/BioNTech,LAZ,70-79,281,165,116,88,52,141,0,281,0
2021-01-15,Pfizer/BioNTech,LAZ,80-89,464,193,271,19,34,270,141,464,0
2021-01-15,Pfizer/BioNTech,LAZ,90+,251,43,208,8,8,221,14,251,0
2021-01-15,Pfizer/BioNTech,LIG,16-19,10,6,4,1,9,0,0,10,0
2021-01-15,Pfizer/BioNTech,LIG,20-29,227,96,131,153,74,0,0,227,0
2021-01-15,Pfizer/BioNTech,LIG,30-39,215,84,131,133,81,1,0,215,0
2021-01-15,Pfizer/BioNTech,LIG,40-49,296,96,200,190,105,1,0,296,0
2021-01-15,Pfizer/BioNTech,LIG,50-59,501,136,365,285,206,10,0,501,0
2021-01-15,Pfizer/BioNTech,LIG,60-69,289,139,150,132,131,26,0,289,0
2021-01-15,Pfizer/BioNTech,LIG,70-79,99,64,35,9,49,41,0,99,0
2021-01-15,Pfizer/BioNTech,LIG,80-89,144,37,107,0,11,133,0,144,0
2021-01-15,Pfizer/BioNTech,LIG,90+,147,17,130,0,2,145,0,147,0
2021-01-15,Pfizer/BioNTech,LOM,16-19,28,9,19,0,28,0,0,28,0
2021-01-15,Pfizer/BioNTech,LOM,20-29,2790,876,1914,54,2736,0,0,2790,0
2021-01-15,Pfizer/BioNTech,LOM,30-39,3366,1225,2141,80,3286,0,0,3366,0
2021-01-15,Pfizer/BioNTech,LOM,40-49,4782,1357,3425,109,4673,0,0,4782,0
2021-01-15,Pfizer/BioNTech,LOM,50-59,6518,1702,4816,209,6309,0,0,6518,0
2021-01-15,Pfizer/BioNTech,LOM,60-69,2904,1202,1702,70,2834,0,0,2904,0
2021-01-15,Pfizer/BioNTech,LOM,70-79,1041,588,453,5,1036,0,0,1041,0
2021-01-15,Pfizer/BioNTech,LOM,80-89,1794,434,1360,0,1792,0,2,1794,0
2021-01-15,Pfizer/BioNTech,LOM,90+,1594,186,1408,0,1586,0,8,1594,0
2021-01-15,Pfizer/BioNTech,MAR,20-29,144,36,108,122,22,0,0,144,0
2021-01-15,Pfizer/BioNTech,MAR,30-39,225,72,153,171,54,0,0,225,0
2021-01-15,Pfizer/BioNTech,MAR,40-49,337,77,260,246,90,1,0,337,0
2021-01-15,Pfizer/BioNTech,MAR,50-59,399,105,294,245,148,6,0,399,0
2021-01-15,Pfizer/BioNTech,MAR,60-69,226,77,149,121,77,28,0,226,0
2021-01-15,Pfizer/BioNTech,MAR,70-79,82,46,36,22,6,54,0,82,0
2021-01-15,Pfizer/BioNTech,MAR,80-89,152,40,112,1,0,151,0,152,0
2021-01-15,Pfizer/BioNTech,MAR,90+,126,18,108,0,0,126,0,126,0
2021-01-15,Pfizer/BioNTech,MOL,20-29,26,17,9,24,1,1,0,26,0
2021-01-15,Pfizer/BioNTech,MOL,30-39,100,44,56,91,7,2,0,100,0
2021-01-15,Pfizer/BioNTech,MOL,40-49,93,38,55,70,21,2,0,93,0
2021-01-15,Pfizer/BioNTech,MOL,50-59,110,25,85,87,18,5,0,110,0
2021-01-15,Pfizer/BioNTech,MOL,60-69,138,95,43,122,12,4,0,138,0
2021-01-15,Pfizer/BioNTech,MOL,70-79,17,8,9,4,0,13,0,17,0
2021-01-15,Pfizer/BioNTech,MOL,80-89,27,10,17,0,0,27,0,27,0
2021-01-15,Pfizer/BioNTech,MOL,90+,27,5,22,0,0,27,0,27,0
2021-01-15,Pfizer/BioNTech,PAB,16-19,1,0,1,0,1,0,0,1,0
2021-01-15,Pfizer/BioNTech,PAB,20-29,124,49,75,45,66,13,0,124,0
2021-01-15,Pfizer/BioNTech,PAB,30-39,252,82,170,86,143,23,0,252,0
2021-01-15,Pfizer/BioNTech,PAB,40-49,326,76,250,120,191,15,0,326,0
2021-01-15,Pfizer/BioNTech,PAB,50-59,434,113,321,120,277,37,0,434,0
2021-01-15,Pfizer/BioNTech,PAB,60-69,170,67,103,42,110,18,0,170,0
2021-01-15,Pfizer/BioNTech,PAB,70-79,75,43,32,12,25,38,0,75,0
2021-01-15,Pfizer/BioNTech,PAB,80-89,1137,494,643,3,827,107,200,1137,0
2021-01-15,Pfizer/BioNTech,PAB,90+,313,104,209,2,195,82,34,313,0
2021-01-15,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0
2021-01-15,Pfizer/BioNTech,PAT,20-29,56,15,41,53,3,0,0,56,0
2021-01-15,Pfizer/BioNTech,PAT,30-39,93,24,69,88,5,0,0,93,0
2021-01-15,Pfizer/BioNTech,PAT,40-49,115,28,87,107,8,0,0,115,0
2021-01-15,Pfizer/BioNTech,PAT,50-59,168,32,136,153,14,1,0,168,0
2021-01-15,Pfizer/BioNTech,PAT,60-69,33,13,20,29,1,3,0,33,0
2021-01-15,Pfizer/BioNTech,PAT,70-79,14,6,8,1,1,12,0,14,0
2021-01-15,Pfizer/BioNTech,PAT,80-89,41,4,37,0,0,41,0,41,0
2021-01-15,Pfizer/BioNTech,PAT,90+,35,6,29,0,0,35,0,35,0
2021-01-15,Pfizer/BioNTech,PIE,16-19,14,6,8,11,3,0,0,14,0
2021-01-15,Pfizer/BioNTech,PIE,20-29,900,276,624,752,148,0,0,900,0
2021-01-15,Pfizer/BioNTech,PIE,30-39,1190,410,780,908,279,3,0,1190,0
2021-01-15,Pfizer/BioNTech,PIE,40-49,1579,409,1170,1118,451,10,0,1579,0
2021-01-15,Pfizer/BioNTech,PIE,50-59,2064,542,1522,1414,617,33,0,2064,0
2021-01-15,Pfizer/BioNTech,PIE,60-69,1304,597,707,899,308,97,0,1304,0
2021-01-15,Pfizer/BioNTech,PIE,70-79,655,402,253,334,90,231,0,655,0
2021-01-15,Pfizer/BioNTech,PIE,80-89,648,215,433,28,21,599,0,648,0
2021-01-15,Pfizer/BioNTech,PIE,90+,562,82,480,4,2,556,0,562,0
2021-01-15,Pfizer/BioNTech,PUG,16-19,1,0,1,1,0,0,0,1,0
2021-01-15,Pfizer/BioNTech,PUG,20-29,423,150,273,414,9,0,0,423,0
2021-01-15,Pfizer/BioNTech,PUG,30-39,676,280,396,616,60,0,0,676,0
2021-01-15,Pfizer/BioNTech,PUG,40-49,764,275,489,668,95,1,0,764,0
2021-01-15,Pfizer/BioNTech,PUG,50-59,1066,439,627,913,148,5,0,1066,0
2021-01-15,Pfizer/BioNTech,PUG,60-69,813,445,368,686,94,33,0,813,0
2021-01-15,Pfizer/BioNTech,PUG,70-79,149,94,55,59,9,81,0,149,0
2021-01-15,Pfizer/BioNTech,PUG,80-89,179,49,130,2,14,163,0,179,0
2021-01-15,Pfizer/BioNTech,PUG,90+,154,21,133,0,12,142,0,154,0
2021-01-15,Pfizer/BioNTech,SAR,16-19,1,1,0,0,1,0,0,1,0
2021-01-15,Pfizer/BioNTech,SAR,20-29,95,42,53,70,25,0,0,95,0
2021-01-15,Pfizer/BioNTech,SAR,30-39,254,99,155,178,76,0,0,254,0
2021-01-15,Pfizer/BioNTech,SAR,40-49,328,102,226,230,98,0,0,328,0
2021-01-15,Pfizer/BioNTech,SAR,50-59,536,166,370,416,120,0,0,536,0
2021-01-15,Pfizer/BioNTech,SAR,60-69,324,140,184,250,74,0,0,324,0
2021-01-15,Pfizer/BioNTech,SAR,70-79,18,18,0,18,0,0,0,18,0
2021-01-15,Pfizer/BioNTech,SAR,80-89,2,2,0,2,0,0,0,2,0
2021-01-15,Pfizer/BioNTech,SIC,16-19,71,34,37,47,24,0,0,71,0
2021-01-15,Pfizer/BioNTech,SIC,20-29,1009,451,558,643,365,1,0,1009,0
2021-01-15,Pfizer/BioNTech,SIC,30-39,593,289,304,379,209,5,0,593,0
2021-01-15,Pfizer/BioNTech,SIC,40-49,760,316,444,449,304,7,0,760,0
2021-01-15,Pfizer/BioNTech,SIC,50-59,921,391,530,555,352,14,0,921,0
2021-01-15,Pfizer/BioNTech,SIC,60-69,576,295,281,397,158,21,0,576,0
2021-01-15,Pfizer/BioNTech,SIC,70-79,185,136,49,110,36,39,0,185,0
2021-01-15,Pfizer/BioNTech,SIC,80-89,145,48,97,10,5,130,0,145,0
2021-01-15,Pfizer/BioNTech,SIC,90+,73,20,53,2,0,71,0,73,0
2021-01-15,Pfizer/BioNTech,TOS,16-19,5,4,1,1,0,4,0,5,0
2021-01-15,Pfizer/BioNTech,TOS,20-29,484,172,312,388,64,32,0,484,0
2021-01-15,Pfizer/BioNTech,TOS,30-39,581,230,351,454,95,32,0,581,0
2021-01-15,Pfizer/BioNTech,TOS,40-49,735,233,502,531,166,38,0,735,0
2021-01-15,Pfizer/BioNTech,TOS,50-59,1138,385,753,842,236,60,0,1138,0
2021-01-15,Pfizer/BioNTech,TOS,60-69,630,246,384,505,89,36,0,630,0
2021-01-15,Pfizer/BioNTech,TOS,70-79,74,43,31,28,10,36,0,74,0
2021-01-15,Pfizer/BioNTech,TOS,80-89,94,17,77,4,12,78,0,94,0
2021-01-15,Pfizer/BioNTech,TOS,90+,121,13,108,0,4,117,0,121,0
2021-01-15,Pfizer/BioNTech,UMB,20-29,44,13,31,43,1,0,0,44,0
2021-01-15,Pfizer/BioNTech,UMB,30-39,124,38,86,115,9,0,0,124,0
2021-01-15,Pfizer/BioNTech,UMB,40-49,123,36,87,117,6,0,0,123,0
2021-01-15,Pfizer/BioNTech,UMB,50-59,203,47,156,188,15,0,0,203,0
2021-01-15,Pfizer/BioNTech,UMB,60-69,109,44,65,102,7,0,0,109,0
2021-01-15,Pfizer/BioNTech,UMB,70-79,13,9,4,11,1,1,0,13,0
2021-01-15,Pfizer/BioNTech,UMB,80-89,5,4,1,1,0,4,0,5,0
2021-01-15,Pfizer/BioNTech,UMB,90+,3,3,0,0,0,3,0,3,0
2021-01-15,Pfizer/BioNTech,VDA,20-29,15,4,11,0,15,0,0,15,0
2021-01-15,Pfizer/BioNTech,VDA,30-39,31,11,20,0,31,0,0,31,0
2021-01-15,Pfizer/BioNTech,VDA,40-49,24,9,15,0,24,0,0,24,0
2021-01-15,Pfizer/BioNTech,VDA,50-59,52,27,25,0,52,0,0,52,0
2021-01-15,Pfizer/BioNTech,VDA,60-69,32,16,16,0,32,0,0,32,0
2021-01-15,Pfizer/BioNTech,VDA,70-79,18,3,15,0,18,0,0,18,0
2021-01-15,Pfizer/BioNTech,VDA,80-89,6,1,5,0,6,0,0,6,0
2021-01-15,Pfizer/BioNTech,VEN,16-19,13,5,8,2,6,5,0,13,0
2021-01-15,Pfizer/BioNTech,VEN,20-29,561,195,366,342,157,62,0,561,0
2021-01-15,Pfizer/BioNTech,VEN,30-39,791,244,547,507,224,60,0,791,0
2021-01-15,Pfizer/BioNTech,VEN,40-49,1037,294,743,633,343,61,0,1037,0
2021-01-15,Pfizer/BioNTech,VEN,50-59,1366,386,980,830,429,107,0,1366,0
2021-01-15,Pfizer/BioNTech,VEN,60-69,580,283,297,306,191,83,0,580,0
2021-01-15,Pfizer/BioNTech,VEN,70-79,281,154,127,62,64,155,0,281,0
2021-01-15,Pfizer/BioNTech,VEN,80-89,494,112,382,3,27,464,0,494,0
2021-01-15,Pfizer/BioNTech,VEN,90+,313,40,273,1,2,310,0,313,0
2021-01-16,Moderna,ABR,20-29,7,3,4,2,5,0,0,7,0
2021-01-16,Moderna,ABR,30-39,14,8,6,10,4,0,0,14,0
2021-01-16,Moderna,ABR,40-49,24,6,18,16,8,0,0,24,0
2021-01-16,Moderna,ABR,50-59,49,24,25,30,19,0,0,49,0
2021-01-16,Moderna,ABR,60-69,90,58,32,82,8,0,0,90,0
2021-01-16,Moderna,ABR,70-79,5,4,1,5,0,0,0,5,0
2021-01-16,Moderna,CAM,20-29,2,0,2,2,0,0,0,2,0
2021-01-16,Moderna,CAM,30-39,9,2,7,7,2,0,0,9,0
2021-01-16,Moderna,CAM,40-49,19,3,16,15,2,2,0,19,0
2021-01-16,Moderna,CAM,50-59,27,4,23,22,2,3,0,27,0
2021-01-16,Moderna,CAM,60-69,17,9,8,2,2,13,0,17,0
2021-01-16,Moderna,CAM,70-79,34,12,22,1,0,33,0,34,0
2021-01-16,Moderna,CAM,80-89,51,17,34,0,0,51,0,51,0
2021-01-16,Moderna,CAM,90+,30,3,27,0,0,30,0,30,0
2021-01-16,Moderna,MAR,40-49,1,0,1,1,0,0,0,1,0
2021-01-16,Moderna,MAR,60-69,1,1,0,0,0,1,0,1,0
2021-01-16,Moderna,MAR,70-79,4,2,2,0,0,4,0,4,0
2021-01-16,Moderna,MAR,80-89,14,2,12,0,0,14,0,14,0
2021-01-16,Moderna,MAR,90+,18,5,13,0,0,18,0,18,0
2021-01-16,Moderna,VDA,50-59,4,0,4,0,4,0,0,4,0
2021-01-16,Moderna,VDA,60-69,3,1,2,0,3,0,0,3,0
2021-01-16,Moderna,VDA,70-79,4,3,1,0,4,0,0,4,0
2021-01-16,Moderna,VDA,80-89,10,5,5,0,10,0,0,10,0
2021-01-16,Moderna,VDA,90+,5,2,3,0,5,0,0,5,0
2021-01-16,Pfizer/BioNTech,ABR,16-19,1,1,0,0,1,0,0,1,0
2021-01-16,Pfizer/BioNTech,ABR,20-29,35,7,28,23,12,0,0,35,0
2021-01-16,Pfizer/BioNTech,ABR,30-39,75,22,53,66,9,0,0,75,0
2021-01-16,Pfizer/BioNTech,ABR,40-49,86,31,55,67,19,0,0,86,0
2021-01-16,Pfizer/BioNTech,ABR,50-59,96,30,66,71,24,1,0,96,0
2021-01-16,Pfizer/BioNTech,ABR,60-69,77,32,45,63,14,0,0,77,0
2021-01-16,Pfizer/BioNTech,ABR,70-79,15,10,5,12,0,3,0,15,0
2021-01-16,Pfizer/BioNTech,ABR,80-89,10,3,7,2,0,8,0,10,0
2021-01-16,Pfizer/BioNTech,ABR,90+,3,0,3,0,0,3,0,3,0
2021-01-16,Pfizer/BioNTech,BAS,20-29,81,29,52,38,43,0,0,81,0
2021-01-16,Pfizer/BioNTech,BAS,30-39,130,58,72,74,56,0,0,130,0
2021-01-16,Pfizer/BioNTech,BAS,40-49,123,49,74,53,70,0,0,123,0
2021-01-16,Pfizer/BioNTech,BAS,50-59,121,53,68,46,73,2,0,121,0
2021-01-16,Pfizer/BioNTech,BAS,60-69,78,46,32,33,40,5,0,78,0
2021-01-16,Pfizer/BioNTech,BAS,70-79,52,32,20,20,9,23,0,52,0
2021-01-16,Pfizer/BioNTech,BAS,80-89,76,20,56,1,4,71,0,76,0
2021-01-16,Pfizer/BioNTech,BAS,90+,61,16,45,0,1,60,0,61,0
2021-01-16,Pfizer/BioNTech,CAL,16-19,0,0,0,0,0,0,0,0,0
2021-01-16,Pfizer/BioNTech,CAL,20-29,74,23,51,65,9,0,0,74,0
2021-01-16,Pfizer/BioNTech,CAL,30-39,137,65,72,118,19,0,0,137,0
2021-01-16,Pfizer/BioNTech,CAL,40-49,160,56,104,121,38,1,0,160,0
2021-01-16,Pfizer/BioNTech,CAL,50-59,268,120,148,223,43,2,0,268,0
2021-01-16,Pfizer/BioNTech,CAL,60-69,399,213,186,375,21,3,0,399,0
2021-01-16,Pfizer/BioNTech,CAL,70-79,73,61,12,69,1,3,0,73,0
2021-01-16,Pfizer/BioNTech,CAL,80-89,14,10,4,7,0,7,0,14,0
2021-01-16,Pfizer/BioNTech,CAL,90+,2,0,2,0,0,2,0,2,0
2021-01-16,Pfizer/BioNTech,CAM,16-19,1,1,0,0,1,0,0,1,0
2021-01-16,Pfizer/BioNTech,CAM,20-29,601,254,347,448,153,0,0,601,0
2021-01-16,Pfizer/BioNTech,CAM,30-39,548,254,294,201,344,3,0,548,0
2021-01-16,Pfizer/BioNTech,CAM,40-49,563,248,315,181,372,10,0,563,0
2021-01-16,Pfizer/BioNTech,CAM,50-59,612,347,265,221,380,11,0,612,0
2021-01-16,Pfizer/BioNTech,CAM,60-69,499,326,173,189,280,30,0,499,0
2021-01-16,Pfizer/BioNTech,CAM,70-79,188,129,59,60,70,58,0,188,0
2021-01-16,Pfizer/BioNTech,CAM,80-89,102,46,56,8,18,76,0,102,0
2021-01-16,Pfizer/BioNTech,CAM,90+,72,18,54,3,18,51,0,72,0
2021-01-16,Pfizer/BioNTech,EMR,16-19,10,2,8,2,8,0,0,10,0
2021-01-16,Pfizer/BioNTech,EMR,20-29,680,225,455,484,196,0,0,680,0
2021-01-16,Pfizer/BioNTech,EMR,30-39,694,218,476,487,206,1,0,694,0
2021-01-16,Pfizer/BioNTech,EMR,40-49,884,231,653,569,312,3,0,884,0
2021-01-16,Pfizer/BioNTech,EMR,50-59,1157,268,889,711,441,5,0,1157,0
2021-01-16,Pfizer/BioNTech,EMR,60-69,718,288,430,432,256,30,0,718,0
2021-01-16,Pfizer/BioNTech,EMR,70-79,278,181,97,74,112,92,0,278,0
2021-01-16,Pfizer/BioNTech,EMR,80-89,303,96,207,7,57,239,0,303,0
2021-01-16,Pfizer/BioNTech,EMR,90+,241,45,196,3,35,203,0,241,0
2021-01-16,Pfizer/BioNTech,FVG,16-19,1,0,1,1,0,0,0,1,0
2021-01-16,Pfizer/BioNTech,FVG,20-29,159,50,109,139,20,0,0,159,0
2021-01-16,Pfizer/BioNTech,FVG,30-39,159,47,112,133,26,0,0,159,0
2021-01-16,Pfizer/BioNTech,FVG,40-49,196,44,152,147,47,2,0,196,0
2021-01-16,Pfizer/BioNTech,FVG,50-59,280,66,214,202,74,4,0,280,0
2021-01-16,Pfizer/BioNTech,FVG,60-69,179,77,102,118,43,18,0,179,0
2021-01-16,Pfizer/BioNTech,FVG,70-79,60,38,22,25,1,34,0,60,0
2021-01-16,Pfizer/BioNTech,FVG,80-89,96,27,69,4,0,92,0,96,0
2021-01-16,Pfizer/BioNTech,FVG,90+,98,9,89,0,0,98,0,98,0
2021-01-16,Pfizer/BioNTech,LAZ,20-29,803,244,559,760,41,2,0,803,0
2021-01-16,Pfizer/BioNTech,LAZ,30-39,700,262,438,620,62,18,0,700,0
2021-01-16,Pfizer/BioNTech,LAZ,40-49,750,265,485,572,123,55,0,750,0
2021-01-16,Pfizer/BioNTech,LAZ,50-59,908,366,542,623,168,117,0,908,0
2021-01-16,Pfizer/BioNTech,LAZ,60-69,732,348,384,462,99,171,0,732,0
2021-01-16,Pfizer/BioNTech,LAZ,70-79,300,170,130,75,72,153,0,300,0
2021-01-16,Pfizer/BioNTech,LAZ,80-89,781,311,470,25,49,300,407,781,0
2021-01-16,Pfizer/BioNTech,LAZ,90+,290,78,212,1,8,220,61,290,0
2021-01-16,Pfizer/BioNTech,LIG,16-19,8,4,4,0,8,0,0,8,0
2021-01-16,Pfizer/BioNTech,LIG,20-29,124,60,64,31,92,1,0,124,0
2021-01-16,Pfizer/BioNTech,LIG,30-39,144,64,80,55,86,3,0,144,0
2021-01-16,Pfizer/BioNTech,LIG,40-49,160,64,96,52,106,2,0,160,0
2021-01-16,Pfizer/BioNTech,LIG,50-59,255,99,156,98,147,10,0,255,0
2021-01-16,Pfizer/BioNTech,LIG,60-69,207,115,92,85,107,15,0,207,0
2021-01-16,Pfizer/BioNTech,LIG,70-79,116,81,35,6,63,47,0,116,0
2021-01-16,Pfizer/BioNTech,LIG,80-89,129,41,88,0,11,118,0,129,0
2021-01-16,Pfizer/BioNTech,LIG,90+,103,12,91,0,1,102,0,103,0
2021-01-16,Pfizer/BioNTech,LOM,16-19,65,18,47,0,65,0,0,65,0
2021-01-16,Pfizer/BioNTech,LOM,20-29,1979,667,1312,27,1952,0,0,1979,0
2021-01-16,Pfizer/BioNTech,LOM,30-39,1694,687,1007,48,1646,0,0,1694,0
2021-01-16,Pfizer/BioNTech,LOM,40-49,2135,756,1379,64,2071,0,0,2135,0
2021-01-16,Pfizer/BioNTech,LOM,50-59,2844,951,1893,70,2774,0,0,2844,0
2021-01-16,Pfizer/BioNTech,LOM,60-69,2025,1066,959,47,1978,0,0,2025,0
2021-01-16,Pfizer/BioNTech,LOM,70-79,753,453,300,0,753,0,0,753,0
2021-01-16,Pfizer/BioNTech,LOM,80-89,604,154,450,0,604,0,0,604,0
2021-01-16,Pfizer/BioNTech,LOM,90+,550,66,484,0,550,0,0,550,0
2021-01-16,Pfizer/BioNTech,MAR,16-19,1,0,1,0,1,0,0,1,0
2021-01-16,Pfizer/BioNTech,MAR,20-29,128,28,100,108,20,0,0,128,0
2021-01-16,Pfizer/BioNTech,MAR,30-39,282,85,197,226,56,0,0,282,0
2021-01-16,Pfizer/BioNTech,MAR,40-49,362,123,239,248,114,0,0,362,0
2021-01-16,Pfizer/BioNTech,MAR,50-59,413,133,280,245,168,0,0,413,0
2021-01-16,Pfizer/BioNTech,MAR,60-69,226,81,145,132,82,12,0,226,0
2021-01-16,Pfizer/BioNTech,MAR,70-79,73,45,28,26,12,35,0,73,0
2021-01-16,Pfizer/BioNTech,MAR,80-89,138,43,95,4,10,124,0,138,0
2021-01-16,Pfizer/BioNTech,MAR,90+,77,20,57,0,7,70,0,77,0
2021-01-16,Pfizer/BioNTech,MOL,20-29,5,3,2,4,1,0,0,5,0
2021-01-16,Pfizer/BioNTech,MOL,30-39,13,3,10,10,2,1,0,13,0
2021-01-16,Pfizer/BioNTech,MOL,40-49,39,10,29,28,9,2,0,39,0
2021-01-16,Pfizer/BioNTech,MOL,50-59,78,24,54,67,8,3,0,78,0
2021-01-16,Pfizer/BioNTech,MOL,60-69,162,97,65,154,2,6,0,162,0
2021-01-16,Pfizer/BioNTech,MOL,70-79,24,11,13,7,0,17,0,24,0
2021-01-16,Pfizer/BioNTech,MOL,80-89,58,10,48,0,0,58,0,58,0
2021-01-16,Pfizer/BioNTech,MOL,90+,41,8,33,0,1,40,0,41,0
2021-01-16,Pfizer/BioNTech,PAB,16-19,7,1,6,3,4,0,0,7,0
2021-01-16,Pfizer/BioNTech,PAB,20-29,47,10,37,31,16,0,0,47,0
2021-01-16,Pfizer/BioNTech,PAB,30-39,95,29,66,66,29,0,0,95,0
2021-01-16,Pfizer/BioNTech,PAB,40-49,131,42,89,78,52,1,0,131,0
2021-01-16,Pfizer/BioNTech,PAB,50-59,173,82,91,102,69,2,0,173,0
2021-01-16,Pfizer/BioNTech,PAB,60-69,139,75,64,81,53,5,0,139,0
2021-01-16,Pfizer/BioNTech,PAB,70-79,116,76,40,25,82,9,0,116,0
2021-01-16,Pfizer/BioNTech,PAB,80-89,1657,758,899,56,762,27,812,1657,0
2021-01-16,Pfizer/BioNTech,PAB,90+,333,135,198,20,150,12,151,333,0
2021-01-16,Pfizer/BioNTech,PAT,16-19,0,0,0,0,0,0,0,0,0
2021-01-16,Pfizer/BioNTech,PAT,20-29,15,5,10,15,0,0,0,15,0
2021-01-16,Pfizer/BioNTech,PAT,30-39,32,9,23,32,0,0,0,32,0
2021-01-16,Pfizer/BioNTech,PAT,40-49,40,9,31,38,1,1,0,40,0
2021-01-16,Pfizer/BioNTech,PAT,50-59,73,17,56,73,0,0,0,73,0
2021-01-16,Pfizer/BioNTech,PAT,60-69,57,37,20,56,0,1,0,57,0
2021-01-16,Pfizer/BioNTech,PAT,70-79,78,61,17,76,1,1,0,78,0
2021-01-16,Pfizer/BioNTech,PAT,80-89,14,9,5,9,0,5,0,14,0
2021-01-16,Pfizer/BioNTech,PAT,90+,8,1,7,1,0,7,0,8,0
2021-01-16,Pfizer/BioNTech,PIE,16-19,14,11,3,12,2,0,0,14,0
2021-01-16,Pfizer/BioNTech,PIE,20-29,748,262,486,632,115,1,0,748,0
2021-01-16,Pfizer/BioNTech,PIE,30-39,1059,396,663,815,241,3,0,1059,0
2021-01-16,Pfizer/BioNTech,PIE,40-49,1384,404,980,967,407,10,0,1384,0
2021-01-16,Pfizer/BioNTech,PIE,50-59,1733,501,1232,1173,510,50,0,1733,0
2021-01-16,Pfizer/BioNTech,PIE,60-69,1124,529,595,820,214,90,0,1124,0
2021-01-16,Pfizer/BioNTech,PIE,70-79,555,308,247,299,75,181,0,555,0
2021-01-16,Pfizer/BioNTech,PIE,80-89,600,153,447,64,19,517,0,600,0
2021-01-16,Pfizer/BioNTech,PIE,90+,520,63,457,3,5,512,0,520,0
2021-01-16,Pfizer/BioNTech,PUG,20-29,267,91,176,244,20,3,0,267,0
2021-01-16,Pfizer/BioNTech,PUG,30-39,359,161,198,310,47,2,0,359,0
2021-01-16,Pfizer/BioNTech,PUG,40-49,395,165,230,304,80,11,0,395,0
2021-01-16,Pfizer/BioNTech,PUG,50-59,483,192,291,356,100,27,0,483,0
2021-01-16,Pfizer/BioNTech,PUG,60-69,357,198,159,256,78,23,0,357,0
2021-01-16,Pfizer/BioNTech,PUG,70-79,98,59,39,34,5,59,0,98,0
2021-01-16,Pfizer/BioNTech,PUG,80-89,168,45,123,5,4,159,0,168,0
2021-01-16,Pfizer/BioNTech,PUG,90+,124,25,99,0,3,121,0,124,0
2021-01-16,Pfizer/BioNTech,SAR,20-29,85,31,54,69,16,0,0,85,0
2021-01-16,Pfizer/BioNTech,SAR,30-39,190,85,105,150,40,0,0,190,0
2021-01-16,Pfizer/BioNTech,SAR,40-49,295,95,200,222,73,0,0,295,0
